Aerodromo_de_Destino,Aerodromo_de_Origem,CLS,Categoria_da_Aeronave,Classificacao_da_Ocorrência,Danos_a_Aeronave,Data_da_Ocorrencia,Descricao_do_Tipo,Fase_da_Operacao,Historico,Hora_da_Ocorrência,ICAO,Ilesos_Passageiros,Ilesos_Tripulantes,Latitude,Lesoes_Desconhecidas_Passageiros,Lesoes_Desconhecidas_Terceiros,Lesoes_Desconhecidas_Tripulantes,Lesoes_Fatais_Passageiros,Lesoes_Fatais_Terceiros,Lesoes_Fatais_Tripulantes,Lesoes_Graves_Passageiros,Lesoes_Graves_Terceiros,Lesoes_Graves_Tripulantes,Lesoes_Leves_Passageiros,Lesoes_Leves_Terceiros,Lesoes_Leves_Tripulantes,Longitude,Matricula,Modelo,Municipio,Nome_do_Fabricante,Numero_da_Ficha,Numero_da_Ocorrencia,Numero_de_Assentos,Operacao,Operador,Operador_Padronizado,PMD,PSSO,Regiao,Tipo_ICAO,Tipo_de_Aerodromo,Tipo_de_Ocorrencia,UF
SBMA,SBBE,L1P,TPX,Incidente,Nenhum,2022-08-09,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,Corrida após pouso,"A aeronave decolou do aeródromo Val de Cans - Júlio Cézar Ribeiro (SBBE), Belém, PA, com destino ao aeródromo João Correa da Rocha (SBMA), Marabá, PA, a fim de realizar transporte de pessoal, com 1 (um) tripulante e 2 (dois) passageiros a bordo. Durante a corrida após o pouso, verificou-se o esvaziamento do pneu do trem de pouso principal esquerdo da aeronave.",18:00,SBMA,2,1,"-5,36333",null,null,null,null,null,null,null,null,null,null,null,null,"-49,1317",PRJOI,206H,MARABÁ,CESSNA AIRCRAFT,2022841070,33466,6,Táxi Aéreo,PIQUIATUBA TAXI AEREO LTDA,PIQUIATUBA TAXI AEREO LTDA - EPP,1633,verdadeiro,Norte,C206,Público,SCF-NP,PA
SSKT,SBLJ,L2T,TPP,Ocorrência Anormal,Nenhum,2020-05-21,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,Aproximação,"A aeronave decolou por volta das 19h14min (UTC) do Aeródromo de Lages (SBLJ), município de Lages, SC, com destino ao Aeroclube de Santa Catarina (SSKT), município de São José, SC, para um voo privado, com dois tripulantes e três passageiros a bordo. Quando na aproximação final para a pista 03 de SSKT, o piloto acionou o comando do trem de pouso, porém o sistema não foi ativado. Após executar os procedimentos do “CHECK LIST” da aeronave, o piloto decidiu prosseguir para o Aeródromo Ministro Victor Konder (SBNF), município de Navegantes, SC. Durante o deslocamento para SBNF foi realizado um segundo procedimento do “CHECK LIST”, onde foi constatado que o “CIRCUIT BRAKE” do trem de pouso estava saltado. Após pressionar o mesmo foi possível a operação do trem de pouso. A aeronave efetuou o pouso normalmente. A aeronave não teve danos. Os tripulantes saíram ilesos.",19:45,SBNF,3,2,"-27,6272",null,null,null,null,null,null,null,null,null,null,null,null,"-48,6758",PRARN,B200GT,São José,HAWKER BEECHCRAFT,PR-ARN 21MAI2020 19H45 SERIPA5,24402,11,Voo Privado,SDB COMERCIO DE ALIMENTOS LTDA,SDB COMERCIO DE ALIMENTOS LTDA,5670,verdadeiro,Sul,BE20,Público,SCF-NP,SC
SBMO,SBRF,L2P,TPX,Incidente,Nenhum,2014-09-02,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,Pouso,"Após o pouso em SBMO, durante a rolagem para o estacionamento, a tripulação detectou forte vibração oriunda do trem principal direito. Após a parada da aeronave, foi observado que o pneu estava murcho, não foi detectado danos à aeronave e muito menos lesão aos passageiros. A operação do aeródromo não foi afetada.  Foi efetuada a troca do pneu e a aeronave retornou no dia seguinte (03/09/2014) para Recife. Apesar do pneu aparentar estado de novo, a sua utilização foi condenada por precaução.",19:35:00,null,2,2,"-9,5175",0,0,0,0,0,0,0,0,0,0,0,0,"-35,7919",PRJAI,PA-34-200T,MACEIÓ,PIPER AIRCRAFT,1477/2014,6087,6,Táxi Aéreo,JAD TAXI AÉREO LTDA,JAD TAXI AEREO LTDA,2073,verdadeiro,Nordeste,PA34,null,SCF-NP,AL
SBFS,,H2T,TPX,Incidente Grave,Leve,2008-07-11,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,Em rota,"O HELICÓPTERO SIKORSKY, MODELO S-76C, DECOLOU, ÀS 10H 10MIN, DA PLATAFORMA P-33, LOCALIZADA NA BACIA DE CAMPOS, COM DESTINO AO HELIPONTO DE SÃO TOMÉ (SBFS).
AO INICIAR O VÔO DE CRUZEIRO, A TRIPULAÇÃO PERCEBEU UMA VIBRAÇÃO E UM BARULHO ANORMAL NA AERONAVE. OS PARÂMETROS DE DESEMPENHO DA AERONAVE FORAM VERIFICADOS E CONSIDERADOS NORMAIS. CONTUDO, A TRIPULAÇÃO DECIDIU, POR MEDIDA DE PRECAUÇÃO, POUSAR NA PLATAFORMA MAIS PRÓXIMA E REALIZAR UMA MELHOR AVALIAÇÃO DAS CONDIÇÕES DA AERONAVE.
POR VOLTA DE 10H 13MIN, O HELICÓPTERO REALIZOU COM SUCESSO O POUSO NA PLATAFORMA P-20, LOCALIZADA NO TRAVÉS DA ROTA.
APÓS O POUSO, A TRIPULAÇÃO ABRIU A CARENAGEM DE ACESSO A MAIN GEAR BOX E VERIFICOU QUE O COMPONENTE FLEXIBLE COUPLING, LOCALIZADO ENTRE O ENGINE 1 DRIVE SHAFT E O MAIN GEAR BOX INPUT FLANGE, ESTAVA DANIFICADO.
NA SEQÜÊNCIA UMA EQUIPE DE MANUTENÇÃO FOI DESLOCADA PARA O LOCAL COM O OBJETIVO DE DISPONIBILIZAR A AERONAVE PARA QUE A MESMA RETORNASSE VOANDO À BASE PRINCIPAL. PORÉM, APÓS A DESMONTAGEM DO COMPONENTE FLEXIBLE COUPLING, FOI VERIFICADO QUE TODAS AS LÂMINAS DO MESMO ESTAVAM COMPLETAMENTE DANIFICADAS E FRATURADAS. SENDO ASSIM, A EMPRESA DECIDIU QUE A AERONAVE NÃO RETORNARIA VOANDO E SERIA TRANSPORTADA VIA MARÍTIMA.",13:13:00,null,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRLCE,S-76C,CAMPOS DOS GOYTACAZES,SIKORSKY AIRCRAFT,200807112563401,11313,14,Táxi Aéreo,LIDER TAXI AEREO S.A,LIDER TAXI AEREO S.A,5307,verdadeiro,Sudeste,S76,null,SCF-NP,RJ
SBSN,SBSN,L1P,PRI,Incidente Grave,Nenhum,2014-01-08,CONTATO ANORMAL COM A PISTA,Pouso,"DURANTE O POUSO HOUVE TRAVAMENTO DA RODA DIREITA, A AERONAVE PERDEU CONTROLE E SAIU DA PISTA, PERMANECENDO NA LATERAL. COM APOIO DOS BOMBEIROS A AERONAVE FOI DESLOCADA PARA PISTA E TAXIOU POR MEIOS PRÓPRIOS PARA O HANGAR DO AEROCLUBE",15:15:00,null,1,1,"-2,42472",0,0,0,0,0,0,0,0,0,0,0,0,"-54,7858",PPGSG,AB-115,SANTARÉM,AERO BOERO,0027/2014,4566,2,Voo de Instrução,GOVERNO FEDERAL - ANAC,GOVERNO FEDERAL - ANAC,770,verdadeiro,Norte,AB11,null,ARC,PA
,,L2P,TPX,Ocorrência Anormal,null,2012-07-13,null,Aproximação,"A aeronave decolou de Angra dos Reis(SDAG) com destino Aeroporto da Pampulha (SBBH). Na chegada em SBBH a aeronave apresentou pane no sistema elétrico, vindo a perder comunicação com a TWR. Foram realizado sobrevoos sobre o campo para averiguar se a pista estava livre, conforme previsto na ICA 100-12.Após a confirmação visual e a TWR sinalizar pista livre a aeronave prosseguiu para pouso.O pouso foi normal e sem danos.",null,null,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PTRBA,EMB-820C NAVAJO,null,EMBRAER,1360/2012,3272,8,Táxi Aéreo,ALBA TÁXI AÉREO LTDA,ALBA TAXI AEREO LTDA,3175,verdadeiro,Sudeste,PA31,null,null,MG
,,L2J,TPX,Ocorrência de Solo,null,2012-07-13,null,Operação de Solo,"Auxiliar de pista ao atender a aeronave Premier IA com uma determinada fonte externa, percebeu que a mesma não estava operacional. Com isso, o mesmo colocou a fonte externa de lado e pegou outra fonte externa. Ao puxar o cabo dessa outra fonte externa, para conectar a mesma na tomada do Hangar III, o cabo dessa fonte externa enroscou na outra fonte que não estava operacional e o auxiliar de pista se desiquilibrou, vindo a bater as suas costas em um dos descarregadores estáticos da aeronave, quebrando-o. (SIC)",null,null,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PRRRN,390,null,HAWKER BEECHCRAFT,1459/2012,3268,8,Táxi Aéreo,AVN AIR LLC,AVN AIR LLC,5670,verdadeiro,Sudeste,PRM1,null,null,SP
SBKP,SBFL,L2J,TPR,Ocorrência Anormal,Nenhum,2012-08-11,null,Em rota,PERDA DO SISTEMA HIDRÁULICO #2. POUSO EM SBKP SEM ANORMALIDADES. AERONAVE TRATORADA APÓS O POUSO. DESEMBARQUE OCORRIDO DE FORMA NORMAL E AERONAVE RECOLHIDA PARA MANUTENÇÃO.,14:30:00,null,38,5,"-23,0069",0,0,0,0,0,0,0,0,0,0,0,0,"-47,1344",PRAXB,ERJ 190-200 IGW,CAMPINAS,EMBRAER,1640/2012,3355,125,Voo Regular,AZUL,AZUL,52290,verdadeiro,Sudeste,E190,null,null,SP
SBBR,SBGO,L1P,PET,Incidente,Nenhum,2012-08-28,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,Táxi,"A aeronave taxiava pelo pátio 5 em direção ao pátio 6 de SBBR, quando a mesma apresentou anormalidade no sistema de frenagem, saindo da trajetória esperada e parando na área gramada (fora do pátio). O avião experimental foi empurrado para a posição 21 do pátio 6 de SBBR, onde permaneceu parado. Não houve danos à aeronave e todos os ocupantes saíram ilesos. A ocorrência não prejudicou o tráfego de aeronaves no solo em SBBR.",18:30:00,null,3,1,"-15,9858",0,0,0,0,0,0,0,0,0,0,0,0,"-47,9208",PRZMW,RV-10,null,WILLIAM DA SILVA MATIAS,1723/2012,3410,4,Voo Privado,WILLIAN DA SILVA MATIAS,WILLIAN DA SILVA MATIAS,1230,falso,Centro-Oeste,ZZZZ,null,SCF-NP,DF
SNUC,SBMS,L1P,TPP,Incidente Grave,Substancial,2014-04-20,EXCURSÃO DE PISTA,Pouso,"A aeronave decolou de SBMS com plano de voo visual e destino SNUC. O piloto prosseguiu para Caicó (RN) e realizou o pouso na cabeceira 32 de SNKK. Durante a corrida após o pouso, o piloto perdeu o controle direcional da aeronave. O avião saiu da pista para a esquerda, parando defasado aproximadamente 10 metros do limite lateral esquerdo da pista. Ao sair da pista e ter contato com o terreno acidentado, o trem de pouso principal esquerdo recolheu. A aeronave teve danos substanciais no profundor e estabilizador horizontal esquerdos. O piloto saiu ileso.NOTA:1- No Plano de Voo feito na Sala AIS de Mossoró, de SBMS para SNUC, no Campo Comandante da Aeronave, encontrava-se o Código ANAC nº 697060 (PAULO JORGE DA COSTA HENRIQUES), ou seja, de outro piloto que não se encontrava na aeronave.2- O piloto envolvido na ocorrência, Sr. Bruno Gustavo Zanardo (CANAC nº 131180) estava com a habilitação MNTE vencida (12/2013).3- O piloto realizou o pouso no aeródromo de Caicó - RN (SNKK), o qual encontrava-se interditado para operações aéreas.4- Durante a Ação Inicial, foi observado que o profundor e o estabilizador horizontal esquerdos haviam sido removidos da aeronave.5- O piloto e o operador não comunicaram a ocorrência aeronáutica ao SERIPA II.6- Ação Inicial prejudicada devido ao fato da aeronave ter sido removida do local da ocorrência sem a autorização do Comando Investigador.7- Há indícios de falha operacional.",13:00:00,null,0,1,"-6,43917",0,0,0,0,0,0,0,0,0,0,0,0,"-37,0783",PTONB,210N,CAICÓ,CESSNA AIRCRAFT,0707/2014,5793,6,Voo Privado,REVEDENDORA DE COMBUST.PORTALEGRE LTDA,REVEDENDORA DE COMBUST.PORTALEGRE LTDA,1724,verdadeiro,Nordeste,C210,null,RE,RN
SBBR,SBSP,L2J,TPR,Incidente,Nenhum,2014-05-27,OUTROS,Aproximação,"ONE6170/27MAY, PR-ONL (A320), decolou da base de CGH as 0948UTC, com destino ao aeroporto de BSB. Chegando na terminal de BSB, foi nos passado pelo CGNA que o Aeroporto de BSB estava fechado para pouso devido devido a pouca visibilidade e teto baixo, com isso foi solicitado pela coordenação de voos junto ao CGNA o alternado do mesmo para a base de GYN. Ficou acertado esse alternado, passado para o Cmte via fonia ( pela base de BSB), todo o staff de handling de GYN foi avisado. Após 20 minutos fomos comunicados  pela base de BSB que o voo estava seguindo para APS. Entramos em contato de imediato com o nosso funcionário do CGNA e o mesmo foi buscar novas informações. Foi alegado ao nosso funcionário que uma ACFT da American Airlines tinha recebido a prioridade para pouso em GYN e que a nosso voo teria que à APS.",11:55:00,null,153,6,"-16,2386",0,0,0,0,0,0,0,0,0,0,0,0,"-48,9722",PRONL,A320-214,ANAPÓLIS,AIRBUS S.A.S.,0938/2014,5880,182,Voo Regular,OCEANAIR,OCEANAIR,73500,verdadeiro,Centro-Oeste,A320,null,OTHR,GO
,,L2J,TPR,Incidente,null,2010-07-19,null,null,"APÓS POUSO EM SBMG, A ACFT EFETUAVA TAXI-IN PELA TWY B ATÉ O PÁTIO QUANDO FORAM OBSERVADOS ALGUNS PÁSSAROS (QUERO-QUERO) PARADOS SOBRE A TWY. O TAXI FOI CONDUZIDO LENTAMENTE (8-10 KTS DE GS), MOTORES EM IDLE E TODAS TAXI LIGHTS LIGADAS. OS PÁSSAROS ABANDONAVAM A TWY VOANDO A MEDIDA QUE A ACFT SE APROXIMAVA. NÃO FOI NOTADO NENHUM CHOQUE DOS MESMOS CONTRA A ACFT NEM NENHUMA VARIAÇÃO NOS PARÂMETROS DE MOTOR. APÓS O PARQUEAMENTO DA ACFT, A AZULTEC SUBIU ABORDO E NOS INFORMOU QUE HAVIA VESTÍGIOS DE PÁSSARO NO FAN DO MOTOR #1, PROVAVELMENTE INGERIDO DURANTE O TAXI.",null,null,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PRAYD,ERJ 190-200 IGW,null,EMBRAER,283/2010,1045,125,Voo Regular,AZUL,AZUL,52290,verdadeiro,Sul,E190,null,null,PR
,,L2J,TPR,Ocorrência Anormal,null,2010-10-30,null,null,COLISÃO COM PÁSSARO,null,null,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PRGTU,737-8EH,null,BOEING COMPANY,489/2010,1349,196,Voo Regular,GOL,GOL,74995,verdadeiro,Sul,B738,null,null,PR
,,L2J,TPR,Ocorrência Anormal,null,2010-06-26,null,null,COLISÃO COM PÁSSARO,null,null,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PRGGH,737-8EH,null,BOEING COMPANY,365/2010,996,196,Voo Regular,GOL,GOL,74995,verdadeiro,Sudeste,B738,null,null,RJ
,,L1P,TPP,Acidente,null,2010-10-01,COMBUSTÍVEL,null,"A AERONAVE ESTAVA SE ENQUADRANDO PARA POUSO NA CABECEIRA 18 DE SBRF, A APROXIMADAMENTE 2NM, QUANDO O MOTOR FALHOU, OBRIGANDO O PILOTO A FAZER UM POUSO DE EMERGÊNCIA NO CANTEIRO CENTRAL DA BR-101, COLIDINDO COM UMA PLACA DE SINALIZAÇÃO DE TRÂNSITO. A AERONAVE TEVE DANOS LEVES E SEUS OCUPANTES SAÍRAM ILESOS; NÃO HOUVE DANOS E LESÕES A TERCEIROS.",null,null,1,1,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PRHSF,T182T,null,CESSNA AIRCRAFT,35/2010,1262,4,Voo Privado,HÉRCULES SIDINEY FIRMINO,HERCULES SIDINEY FIRMINO,1406,verdadeiro,Nordeste,C182,null,FUEL,PE
,,L2P,TPP,Incidente,null,2011-03-11,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,null,"Apos o pouso, houve estouro de pneu (trem de pouso esquerdo), livrando a RWY32 e parando na TWY C, permanecendo aguardando manutenÇao (troca de pneu).",null,null,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PTOKK,E55,null,BEECH AIRCRAFT,19/2011,1870,6,Voo Privado,MAX COM.E SERVICOS CAMINHOES LTDA,MAX COM.E SERVICOS CAMINHOES LTDA,2260,verdadeiro,Centro-Oeste,BE55,null,SCF-NP,GO
,,L2J,TPR,Incidente,null,2010-12-01,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,null,"NA DECOLAGEM DE BELÉM PARA MACAPA, REALIZANDO O VOO PLY4911 NO DIA 1/12/2010, HOUVE A SOLTURA DE UMA TAMPA DO PYLON DO MOTOR 1. A AERONAVE PROSSEGUIU A DECOLAGEM SEM NOTAR A PERDA DA PEÇA E PROSSEGUIU SEM PROBLEMAS PARA MACAPÁ. A INFRAERO BELÉM RECOLHEU A PEÇA DA PISTA. A AERONAVE RETORNOU PARA BELÉM ONDE FORAM REALIZADOS OS SERVIÇOS DE MANUTENÇÃO DE RECOLOCAÇÃO DA PARATE PERDIDA E O VOO PROSSEGUIU PARA FORTALEZA.",null,null,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PRGLK,737-322,null,BOEING COMPANY,494/2010,1449,139,Voo Regular,PUMA AIR LINHAS AÉREAS LTDA,PUMA AIR LINHAS AEREAS LTDA,61234,verdadeiro,Norte,B733,null,SCF-NP,PA
,,L2J,TPR,Incidente,null,2011-02-15,null,null,"A colisão com o pássaro acorreu no liftoff, não havendo como evitá-la, a minha função era de PM e de imediato abservei os parâmetros do motor não tendo havido nenhuma variação nos instrumentos, tivemos a sensação de ter batido na fuselagem. prosseguimos o vôo com todas as indicações de vôo nomais.",null,null,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PRAYO,ERJ 190-200 IGW,null,EMBRAER,119/2011,1778,125,Voo Regular,AZUL,AZUL,52290,verdadeiro,Sul,E190,null,null,SC
null,null,L1P,S05,Acidente,Substancial,2019-01-12,INDETERMINADO,Decolagem,"A AERONAVE DECOLOU DE ÁREA DE POUSO EVENTUAL, LOCALIZADA NA FAZENDA SANTA RITA, NO MUNICÍPIO DE CAMPINAS DO SUL, RS, ÀS 19H30MIN (UTC), COM APENAS O PILOTO A BORDO, A FIM DE REALIZAR PULVERIZAÇÃO EM LAVOURA DE SOJA. LOGO APÓS A ROTAÇÃO, A AERONAVE COLIDIU CONTRA A ÁGUA, EM UMA REPRESA LOCALIZADA NO PROLONGAMENTO DA ÁREA DE POUSO EVENTUAL. A AERONAVE TEVE DANOS SUBSTANCIAIS. O PILOTO FALECEU.",19:30:00,Fora de Aeródromo,0,0,"-27,6678",0,0,0,0,0,1,0,0,0,0,0,0,"-52,6247",PRMJA,PA-25-235,CAMPINAS DO SUL,PIPER AIRCRAFT,PR-MJA 12JAN2019 19H30 SERIPA5,8272,1,Operação Agrícola,AERODINÂMICA AVIAÇÃO AGRÍCOLA LTDA,AERODINAMICA AVIACAO AGRICOLA,1315,verdadeiro,Sul,PA25,-,UNK,RS
SBMQ,SOCA,L2P,TPP,Incidente,Nenhum,2019-08-19,OUTROS,Pouso,"A aeronave decolou do Aeroporto Internacional Félix-Éboué (SOCA), localizado na Guiana Francesa, com destino ao aeródromo Alberto Alcolumbre (SBMQ), Macapá, AP, a fim de transportar carga e pessoal, com um piloto e dois passageiros a bordo. Durante a corrida após pouso, houve o esvaziamento do pneu do trem de pouso principal direito. A aeronave percorreu aproximadamente 600 metros e parou sobre a pista. A aeronave não teve danos. O tripulante e os passageiros saíram ilesos.",19:16:00,null,2,1,"0,050833",0,0,0,0,0,0,0,0,0,0,0,0,"-51,8511",PTVAZ,EMB-810D,MACAPÁ,NEIVA,PT-VAZ 19AGO2019 19H16 SERIPA1,9717,6,Voo Privado,HAHNE LOCADORA DE EQUIPAMENTOS LTDA,HAHNE LOCADORA DE EQUIPAMENTOS LTDA,2155,verdadeiro,Norte,PA34,null,OTHR,AP
SSSV,SSSV,L1P,T11,Incidente Grave,Leve,2019-10-24,MANOBRA ABRUPTA,Pouso,"A aeronave decolou do Aeródromo Fazenda Palmitos (SSSV), Nova Ubiratã, MT, para um voo local de pulverização de lavoura, com um piloto a bordo. Segundo relato do piloto, durante a corrida de pouso, um animal (possivelmente uma ema) cruzou a pista. O piloto aplicou os freios da aeronave com maior intensidade, gerando como consequência seu pilonamento. A aeronave teve danos leves.",11:30:00,null,0,1,"-13,8203",0,0,0,0,0,0,0,0,0,0,0,0,"-54,7561",PTWXN,EMB-202,NOVA UBIRATÃ,EMBRAER,PT-WXN 25OUT2019 11H30 SERIPA6,10965,1,Operação Agrícola,TAUA BIODIESEL LTDA.,TAUA BIODIESEL LTDA.,1800,verdadeiro,Centro-Oeste,IPAN,null,AMAN,MT
SBMT,SNQH,H1T,TPP,Acidente,Substancial,2019-11-21,CONTATO ANORMAL COM A PISTA,Pouso,"A AERONAVE DECOLOU DO HELIPONTO WHEATON (SNQH), SÃO BERNARDO DO CAMPO, SP, COM DESTINO AO AERÓDROMO CAMPO DE MARTE (SBMT), SÃO PAULO, SP, POR VOLTA DAS 14H30MIN (UTC), A FIM DE TRANSPORTAR PASSAGEIRO E REALIZAR TREINAMENTO DE POUSO NO DESTINO, COM UM PILOTO E UM PASSAGEIRO A BORDO. DURANTE O TREINAMENTO DE AUTO-ROTAÇÃO, A AERONAVE TOCOU O SOLO DE FORMA BRUSCA E O ROTOR PRINCIPAL CHOCOU-SE COM O CONE DE CAUDA. APÓS O POUSO, HOUVE TENTATIVA DE DECOLAGEM, PORÉM A AERONAVE GIROU NO PRÓPRIO EIXO, VINDO A PARAR NO SOLO CERCA DE 270 GRAUS COM O EIXO PRINCIPAL. A AERONAVE TEVE DANOS SUBSTANCIAIS. O TRIPULANTE E O PASSAGEIRO SAÍRAM ILESOS.",14:30:00,SBMT,1,1,"-23,5067",0,0,0,0,0,0,0,0,0,0,0,0,"-46,6339",PRSLO,407,SÃO PAULO,BELL HELICOPTER,201924587,9955,7,Voo Privado,WHEATON BRASIL VIDROS S.A,WHEATON BRASIL VIDROS S.A,2268,verdadeiro,Sudeste,B407,Público,ARC,SP
SSNB,SSNB,L1P,TPP,Incidente Grave,Nenhum,2019-01-23,FALHA OU MAU FUNCIONAMENTO DO MOTOR,Em rota,"A AERONAVE DECOLOU DO AERÓDROMO DE NAVARAÍ, MS, COM UM PILOTO A BORDO, PARA UM VOO DE APLICAÇÃO DE DEFENSIVO EM ITAQUERA, MS. APÓS PERDA DE POTÊNCIA O PILOTO EFETUOU UM POUSO DE PRECAUÇÃO EM UMA LAVOURA DE SOJA. A AERONAVE NÃO TEVE DANOS. O PILOTO SAIU ILESO.",14:00:00,null,0,1,"-23,1975",0,0,0,0,0,0,0,0,0,0,0,0,"-54,1956",PTUCW,EMB-201A,ITAQUIRAÍ,NEIVA,PT-UCW 23JAN2019 14H00 SERIPA4,8285,1,Voo Privado,C.VALE COOPERATIVA AGROINDUSTRIAL,C. VALE COOPERATIVA AGROINDUSTRIAL,1800,verdadeiro,Centro-Oeste,IPAN,null,SCF-PP,MS
,,L2T,TPP,Incidente,null,2011-10-14,FALHA OU MAU FUNCIONAMENTO DO MOTOR,null,"Relatou que apos o pouso houve apagamento do motor 1 e ao livrar a pista, a aeronave atolou pela dificuldade de taxiá-la com um motor somente.",null,null,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PRTMB,C90A,null,BEECH AIRCRAFT,7383/2011,2525,7,Voo Privado,HEDGE CAR LOC.DE VEIC. MAQ. E EQUIP. LTD,HEDGE CAR LOC.DE VEIC. MAQ. E EQUIP. LTDA,4377,verdadeiro,Sudeste,BE9L,null,SCF-PP,SP
,,L2T,TPR,Incidente,null,2011-12-21,OUTROS,null,"Após o corte da aeronave no Aeroporto de Uberlândia foi detectada a perda da roda #1 do trem de pouso de nariz. Todo o táxi e decolagem em RVD e o pouso e táxi em UDI transcorreu normalmente.  Feito contato com o último local de decolagem (Aeroporto de Rio Verde) para que o Corpo de Bombeiros de Rio Verde procedessem com a busca da referida roda de nariz. A mesma foi encontrada a cerca de 200m da cabeceira 03. Aeronave encontra-se em Manutenção em Uberlândia, fins verificação do ocorrido.",null,null,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PPPTG,ATR-42-320,null,AEROSPATIALE AND ALENIA,7886/2011,2723,50,Voo Regular,TRIP,TRIP,16900,verdadeiro,Centro-Oeste,AT43,null,OTHR,GO
,,L1P,PRI,Acidente,null,2011-10-02,OUTROS,null,"FUI INFORMADO PELO INSTRUTOR DO AEROCLUBE, MICHEL STASIAK (ANAC - 131975), QUE A AERONAVE PP-RRY DO AEROCLUBE DA SANTO ANGELO SAIU DA PISTA APOS A TENTATIVA DE POUSO. SOLICITEI QUE O MESMO TIRASSE ALGUMAS FOTOS DO ESTADO DA AERONAVE E INFORMASSE AO CENIPA O OCORRIDO. A AERONAVE FOI REMOVIDA DA PISTA PARA O HANGAR DA SANAGRI AVIAÇÃO AGRÍCOLA E AS 1200H LOCAL JÁ ESTAVA EM VOO NOVAMENTE.",null,null,0,2,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PPRRY,CAP-4,null,CIA AERONAUTICA PAULISTA,7287/2011,2481,2,Voo de Instrução,AEROCLUBE SANTO ANGELO,AEROCLUBE SANTO ANGELO,587,verdadeiro,Sul,PAUL,null,OTHR,RS
,,L1P,PRI,Ocorrência Anormal,null,2011-09-30,null,null,"AO POUSAR NA PISTA 36, DENTRO DA ZONA DE TOQUE NORMAL E COM VELOCIDADE APROPRIADA, QUANDO NA APLICAÇÃO DE FREIO OCORREU DESGASTE LOCALIZADO NO PNEU DO TREM DE POUSO PRINCIPAL ESQUERDO, EM ESTADO NORMAL DE OPERAÇÃO, E CONSEQUENTE ESVAZIAMENTO DO MESMO, MANTENDO-SE A AERONAVE DENTRO DOS LIMITES OPERACIONAIS DA REFERIDA PISTA.",null,null,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PREVJ,172S,null,CESSNA AIRCRAFT,7271/2011,2471,4,Voo de Instrução,EJ ESCOLA DE AERONÁUTICA CIVIL LTDA,EJ ESCOLA DE AERONAUTICA CIVIL LTDA,1157,verdadeiro,Sudeste,C172,null,null,SP
,,L2P,TPX,Ocorrência Anormal,null,2012-03-09,null,null,"Após a decolagem, durante a subida, foi observado um pequeno vazamento de óleo sobre o capo do motor direito. Embora todos os parâmetros permanecessem normais, por precaução, o piloto optou por regressar a Rio Branco. O pouso foi realizado em condições normais e aeronave foi entregue a manutenção para avaliação e correção do vazamento.",null,null,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PTVJP,EMB-810D,null,EMBRAER,0438/2012,2939,6,Táxi Aéreo,RIO BRANCO AEROTÁXI LTDA,RIO BRANCO AEROTAXI LTDA,2155,verdadeiro,Norte,PA34,null,null,AC
,,L2P,TPP,Incidente Grave,null,2012-05-16,FALHA OU MAU FUNCIONAMENTO DO MOTOR,null,"A aeronave decolou de Boa Vista (SBBV) por volta das 1800UTC, com destino ao aeródromo de Flores (SWFN), tendo a bordo o piloto e cinco passageiros. Cerca de 21 minutos afastado do local pretendido para pouso, o piloto reportou ter escutado um estouro, seguido de uma variação da rotação da hélice esquerda e de uma vibração acentuada na aeronave. De imediato, o comandante efetuou o corte do motor afetado, não conseguindo, a partir deste momento, manter o FL065, tendo o mesmo optado por realizar um pouso de emergência na BR-174 (KM 163). A aeronave sofreu danos leves. Não houve fogo. Os ocupantes saíram ilesos.",null,null,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PTWKY,95-A55,null,BEECH AIRCRAFT,0953/2012,3117,6,Voo Privado,JOSÉ BENEDITO GAIVA,JOSE BENEDITO GAIVA,2213,verdadeiro,Norte,BE55,null,SCF-PP,AM
